"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"52","Camera","Upgrade Digital Camera, 56MP FHD 1080P Camera for Kids with 16x Zoom Anti Shake, Kid Camera with 32GB TF Card, Two Batteries, Lanyard, Compact Small Camera for Kids Boys Girls（Black)","オプティマス",NA,"","小学生の子供用に買いましたが、32GBのmini sdカード1枚と充電池が2個付いておりすぐに写真を撮り始めることができます。ただ、商品が届いてすぐに確認した際に中国語から変更することができないのと写真の容量を大きくすることができなかったのでお問い合わせしました。すぐに返事がきてアプデすることで変更可能になるとのこと、そのデータも送られてきたので解凍し、SDカードの中に解凍したフォルダのファイルを入れ、電源ボタンとシャッターボタンの長押してアプデすることができました。その後は日本語への変更、写真の容量の変更もすることができ、無事普段使いに使用できそうです。商品は非常に軽いです。明るいところで撮る専用だと思ってください。レンズはカバーがないので100均で保護フィルムか何かを使用予定です。子供が外で使う分には十分かと思います。容量を落としてわざと荒く撮るのも面白いかもしれません。モードも色々ありましたが、まだ撮っていないので後から楽しみたいと思います。",5,NA
"53","Camera","Upgrade Digital Camera, 56MP FHD 1080P Camera for Kids with 16x Zoom Anti Shake, Kid Camera with 32GB TF Card, Two Batteries, Lanyard, Compact Small Camera for Kids Boys Girls（Black)","オプティマス",NA,"Great pictures","",5,NA
"54","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Maggy","Reviewed in the United States on November 24, 2024","5.0 out of 5 stars","This camera dose the Job at capturing those special moments with your friends and family. It’s small so it’s easy to carry anywhere and charges very quickly. The picture quality and clarity for the price is more than exceeded my expectations. You can also adjust the color accuracy and many other things in the setting options which is very easy to locate. The camera also dose zoom and zoom out nicely without any issues. Love this camera 📷, do recommend if you’re looking for a small, affordable, great quality camera!",5,NA
"55","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Maggy","Reviewed in the United States on December 4, 2024","","",5,NA
"56","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Micole Partee","Reviewed in the United States on December 8, 2024","Amazing Camera and Price!","The media could not be loaded.",5,NA
"57","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Micole Partee","Reviewed in the United States on October 30, 2024","5.0 out of 5 stars","I bought this digital camera not long ago, and to date, it still does a great job. Of course, for such a low price, it should be great—it really is, along with sharp and of good quality, as only other cameras that are much more expensive deliver. The flip-out vlogging screen is, in fact, one of the most incredible features on this camera; that is what makes it really great for selfies, recordings, and on-the-go content creation.The camera is lightweight and very easy to use, which makes it perfect for a complete novice or anyone who wants hassle-free shots. However, the only downside is that the lens does not have an automatic cover, so dust can gather if you are not very careful. A quick wipe before use sorts the problem, but it is something to be aware of.All in all, this camera justifies an amazing value for its price tag, and I can definitely recommend it to anyone that needs something budget-friendly that’s worth using for photos or vlogging.",5,NA
"58","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Joy","Reviewed in the United States on December 10, 2024","","I recently purchased the Gavonde Digital Camera as a gift for a friend. The camera looks identical to other’s reviews and the pictures online. This picture attached is a test shot I took to make sure that the camera was working.I think the best thing about this camera is that it is very straightforward and easy to use, with buttons and features that are self explanatory. I also like that the display can be flipped around for an easy selfie mode. Another feature I liked is that you can adjust the image quality on the camera itself, you can increase the pixels for a better picture or decrease it if you want. For the price, I really can’t complain. It doesn’t have the same advanced features as more premium cameras, but it’s great for anyone just getting into photography or looking for a backup camera.Overall, I’m very impressed with its performance, especially for the price. It offers a lot of features typically found in more expensive cameras, making it an excellent value for beginners or casual photographers. Highly recommended if you're on a budget but still want something reliable!",5,NA
"59","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Joy","Reviewed in the United States on November 17, 2024","Great Novice Vlogging Camera!","This camera is an amazingly great purchase. I needed a second camera for my YouTube videos and didn't want to spend a fortune. I just needed something affordable with good quality. The reviews on this camera were good so I gave it a shot. My expectations were vastly exceeded with the quality of the picture and the ease of use. The settings are easy to change and manage and it fits on any standard tripod. The flip-up screen is one of the best features when needing to see yourself in the camera frame. It comes with two batteries that last about 2 hours each and a 32GB SD card which will hold about 1.5 hrs of 4K footage. If you're looking for something affordable that also provides amazing quality video, order this right now. Couldn't be happier with this camera.",5,NA
"60","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Chris","Reviewed in the United States on December 7, 2024","5.0 out of 5 stars","Super cute and handy camera, I love the filters on it and the sound quality is pretty good for videos. The camera quality is about the same as my phone but with much better lighting, so it's not suuuper HQ but if you've been using a supbar phone to take pictures like I have for the past few years, this is definitely an upgrade. So my advice is, if quality is super important to you than I would look for another camera since this one is average. However, it is aesthetically pleasing and definitely gives off home video vibes. Only downsides are, 1. that the focusing is a little tricky to get a hang of, and if you get close to the camera it goes out of focus. 2., for selfie mode, you can't rotate the screen that's flipped it just stays in place, and 3., the camera falls forward when trying to balance it on a surface. You definitely need a tripod or something of the sort to keep the camera propped up. For the price it seems like a well made camera so far that won't break, and a very good replacement for my phone's limited storage.I will say, with this camera I literally took the best selfie ever! Very flattering, much more than my phone's lens",5,NA
"61","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Chris","Reviewed in Belgium on November 29, 2024","","I'm absolutely thrilled with my new Gavonde digital camera! As someone who's not exactly a tech whiz, I was looking for something easy to use, and this camera definitely delivered. The controls are intuitive and straightforward, so I was able to start taking pictures right out of the box.But what truly impressed me is the picture quality. The resolution is fantastic – the photos are crisp, clear, and capture vibrant colors. Whether I'm taking pictures of landscapes, family events, or just everyday moments, I'm consistently amazed by the results.Here's what I love about this camera:User-friendly interface: Even if you're a beginner, you'll find it easy to navigate the menus and settings.Excellent image quality: The photos are sharp, detailed, and have beautiful color reproduction.Lightweight and portable: It's easy to take this camera with you wherever you go.Great value for the price: You get a lot of features and performance for your money.I highly recommend the Gavonde digital camera to anyone looking for a great combination of ease of use and impressive picture quality. It's perfect for capturing life's special moments!",5,NA
"62","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Elvia Reed",NA,"New user friendly, highly recommended if you're on a budget!","This camera is extremely good quality for the price point. It is easy to use and the app works super well. I like that I’m able to use it in selfie mode and the battery lasts a while. It also includes everything listed.",4,NA
"63","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Dr. Peter T. Dixon D.B.S.",NA,"5.0 out of 5 stars","",5,NA
"64","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Stephanie",NA,"","The media could not be loaded.",5,NA
"65","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Stephanie",NA,"Great Quality Camera!","Je veux un remboursement il s’allume pas",5,NA
"66","Camera","Digital Camera for Photography, 4K Vlogging Camera for YouTube 3 180° Flip Screen 18X Digital Zoom Compact Retro Camera with 32GB TF Card & 2 Batteries, Black","Coiffeuses",NA,"4.0 out of 5 stars","",1,NA
"67","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","HL","Reviewed in the United States on December 5, 2024","5.0 out of 5 stars","I’ve been using the Ring Floodlight Cam Wired Plus for a while now, and it’s been a game-changer for home security. The 1080p HD video quality is crystal clear, both during the day and at night, and the motion-activated LED lights provide excellent illumination. The camera integrates seamlessly with Alexa, making it easy to check the live feed or get motion alerts through voice commands.Setting up motion detection zones was straightforward with the app, ensuring I only receive notifications for activity where I need it. The camera’s wired connection also means I never have to worry about battery life.This product is well-built, functional, and gives me peace of mind. Highly recommended for anyone looking for a dependable security camera with floodlights!",5,NA
"68","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","MM","Reviewed in the United States on December 12, 2024","","Very reliable motion detection and lights.  Easy to install and use.  Very bright.  Brightness can be controlled in the app along with motion sensitivity, motion zones, scheduling, etc.  The resolution is good but will be happy when they have 4k.",5,NA
"69","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","Zeljka Schwachenwald","Reviewed in the United States on October 25, 2024","Reliable, high-quality security solution","The Ring Wired Floodlight Cam has exceeded my expectations in every way! Setting it up was straightforward with clear instructions, and once installed, it instantly became a huge upgrade to my home security. The video quality is incredibly sharp, even at night, and I love that I can see and hear everything happening around my property. The 1080p HD camera captures clear footage during both day and night, and the night vision mode works surprisingly well.The two-way audio is a fantastic feature; it allows me to communicate with anyone at my door or on my property directly through my phone, which is great for deliveries or unexpected visitors. The motion detection is highly customizable, and I appreciate being able to adjust the sensitivity to avoid unnecessary alerts for small animals or passing cars. I especially love that it’s hardwired, so there’s no need to worry about charging batteries—just constant, reliable power.The floodlights are impressively bright and light up a wide area, deterring any potential intruders and giving me peace of mind when I come home after dark. I also like that they automatically turn on when motion is detected, which is both energy-efficient and convenient. With the Ring app, I can control the lights, check live footage, and review recorded clips anytime, which is perfect for keeping an eye on my home when I’m away.Overall, the Ring Wired Floodlight Cam has given me a great sense of security and added so much value to my home. It’s an investment, but well worth it for the peace of mind and safety it provides. Highly recommend for anyone looking to upgrade their home security with an effective, high-quality system!",5,NA
"70","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","Bartek","Reviewed in the United States on October 22, 2024","5.0 out of 5 stars","The Ring Floodlight Cam Wired Plus bundle with the Echo Show 5 is an exceptional addition to any home security setup! The Floodlight Cam provides bright, adjustable lighting and a crystal-clear view, allowing me to monitor my property day and night. The two-way audio feature is a great touch, letting me communicate with anyone outside from anywhere in my home.Pairing it with the Echo Show 5 enhances the experience, allowing me to view live feeds, get notifications, and even control other smart devices with ease. The integration is seamless, making home security both convenient and effective. Highly recommend this bundle for anyone looking to boost their home safety!",5,NA
"71","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","Bartek","Reviewed in the United States on December 7, 2024","","Installed this in-place of the standard motion flood light that was under the eave and it could not have been easier.  Took me about 20 minutes to climb the ladder, remove the old light, and install the Ring unit.  After I returned power, camera starting to talking to me through the speaker.  After scanning the QR code on the documentation with my Ring ""App"", went through set-up in about 3 minutes automatically and was working.  Camera is clear, with a wide viewing angle, and very good microphone and speaker.",5,NA
"72","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","D. Pisano","Reviewed in the United States on December 1, 2024","Works Great!","Nice quality. Not too hard to install. Good video, wide angle. Bright lights. Worth it.",5,NA
"73","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","MEstevez","Reviewed in the United States on October 25, 2024","5.0 out of 5 stars","I bought the plug-in floodlight cam for my backyard. It’s straightforward to mount and install. It works well, good camera quality, good motion detection and the light is very bright. My one con is the plug design that blocks the other outlet I have when plugged in. Lot of customizable camera capture and recording options from the ring app. I definitely recommend this floodlight cam, either the plug-in or hardwired version over the battery, whether you’re a current ring user or new to ring.",4,NA
"74","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","Marley","Reviewed in the United States on November 7, 2024","","The device arrived quickly and was installed successfully in about 15.minutes thanks to the optional plug in cable.  The setup was easy and it updated the firmware right off the bat.  The camera was added automatically to my subscription after 30 days.  Great buy.",5,NA
"75","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","Marley",NA,"Side of the house secured",NA,5,NA
"76","Camera","Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)","dgraves",NA,"5.0 out of 5 stars",NA,5,NA
"77","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Bisha Jones","Reviewed in the United States on December 10, 2024","5.0 out of 5 stars","I recently purchased this and I couldn't be more thrilled with my decision! This camera is a game-changer for both beginners and experienced photographers alike. The image quality is outstanding, with vibrant colors and sharp details that truly bring my photos to life.The user-friendly interface made it easy to navigate through the settings, and I love the vari-angle touchscreen that allows for creative shooting angles. The autofocus is incredibly fast and accurate, which is a huge plus for capturing those fleeting moments.Battery life is impressive, lasting through long sessions, and the lightweight design makes it perfect for travel. Whether I'm shooting landscapes or portraits, this camera delivers every time.Overall, I highly recommend this camera to anyone looking to elevate their photography game. It's worth every penny! 5 stars!",5,NA
"78","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Hannah","Reviewed in the United States on November 9, 2024","","",5,NA
"79","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Hannah","Reviewed in the United States on November 23, 2024","Exceptional Camera for All Levels!","The media could not be loaded.",5,NA
"80","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Sarah","Reviewed in the United States on November 22, 2024","5.0 out of 5 stars","I wanted to get my daughter a digital camera that she will be able to use with her friends and take out when she goes on field trips and play dates. This is perfect because I like that it is actually a high quality camera that takes really nice pictures!! I am able to hook it up to the computer and download all pics easily and the manual is really easy to understand. The camera comes with a cheap bag so I’ll be getting her a more protective cover but other than that everything else was included. Extra lithium battery, lens cap, 32GB memory stick and chargers for everything as well. The camera is also lightweight which is perfect for her to operate. So excited for her and I to both be able to have high quality pics at such an affordable cost!! The camera feels durable and like it should last her for years.",5,NA
"81","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Sarah","Reviewed in the United States on December 6, 2024","","I purchased this camera to capture memories of my pets and family! I love how easy it is to switch settings and snap photos, as well as flip the screen around to take selfies/videos! The zoom feature is so nice and the video quality is awesome as well! The anti shake feature helps to ensure that the picture quality is clear and crisp! The camera’s vintage look is nostalgic, while the compact size makes it easy to carry around and use on the go! Another useful feature is the included lens cover which protects your investment! Definitely gives you the best bang for your buck! Super excited to use it over the holidays!",5,NA
"82","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Jess","Reviewed in the United States on December 12, 2024","Nice Digital Camera at Low Price","This is the coolest camera I've had in awhile! It's sleek but not exactly compact. I love how it looks pro with the outset flash on the front. The package comes with batteries, memory card, charger, strap, and lens cover. The picture quality is awesome, crisp. Many functions available. Great value!",5,NA
"83","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Jess","Reviewed in the United States on December 8, 2024","5.0 out of 5 stars","The 4K Digital Camera for Photography and Video is a versatile and beginner-friendly option for capturing high-quality content. With 48MP resolution, 16X zoom, and anti-shake technology, it delivers clear and stable photos and videos. The 3'' 180° flip screen is perfect for vlogging or selfies, while the built-in flash enhances low-light performance. The package includes a 32GB card and battery charger, making it convenient and ready to use. Lightweight and compact, this camera is ideal for YouTube creators or anyone looking for an affordable, feature-packed digital camera.",5,NA
"84","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Benjamin","Reviewed in the United States on December 9, 2024","","""I am very happy with this 4K camera! The image quality is impressive, the videos are super sharp and the colors look very real. It is easy to use, even for someone who is not tech savvy. Plus, its design is Compact and lightweight, perfect to take anywhere. Without a doubt, an excellent purchase that I recommend to anyone looking for professional quality.",5,NA
"85","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Nicol castillo","Reviewed in Australia on September 12, 2023","Worth the investment!","Digital cameras are such a blast from the past but so timeless. I had to share a photo that this camera pictured, absolutely priceless. It's super easy to use and such a great quality camera. Our Christmas photos came out perfect.",5,NA
"86","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Nicol castillo","Reviewed in Australia on August 9, 2023","5.0 out of 5 stars","Functionality, camera quality, sound quality and picture quality are perfect! Long battery life! Very compact! Highly recommend!",5,NA
"87","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Alyssa Cataldo","Reviewed in Australia on July 29, 2023","","I recently got my hands on this 4K digital camera, and I'm truly impressed with its features.It takes really good-quality pictures. Easy to use and transfer pictures around. I really like the autofocus. It's fast and accurate. The 16X digital zoom is a nice addition, enabling me to get closer to the action without sacrificing image quality.The 3.0-inch flip screen is a fantastic addition as it allows me to frame shots or vlog on YouTube while having real-time control over the frame. The camera is compact and fits comfortably in my hand.The package also includes a 32GB SD card, two batteries and a charger.This camera is very beginner friendly, Highly recommend!",5,NA
"88","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Alyssa Cataldo","Reviewed in Australia on September 5, 2023","Impressive camera","I bought this camera for my daughter birthday gift, this is a super good camera for the beginner.She took some great pictures on her holiday, more than she took with her phone. We downloaded the photos to our home computer, and the picture quality is perfect.It comes with 32gb card and 2 batteries. No charging issues for now.This is great because when you run out of one, you can use the other.These batteries can last for a long time.Overall, It is worthy of five-star recommendation.",5,NA
"89","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Jordan","Reviewed in Australia on August 15, 2023","5.0 out of 5 stars","This camera is my first choice. As an amateur photographer, I really like the 4K digital camera because of its impressive features, ease of use and great image quality. With its 48MP resolution and advanced autofocus technology, capturing HD images is a breeze.The camera is also very user-friendly, with clearly marked buttons that beginners can learn quickly. The compact and lightweight design makes this digital camera easy to fit in my pocket or bag, ensuring I don't miss a moment, perfect for travel and everyday use.",5,NA
"90","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Wang",NA,"","A good size for kids to playing. There's two batteries inside.This camera is light and small , easy to carry out. Modules are simple for new users.",5,NA
"91","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","katrina",NA,"Beginner friendly camera","I bought this camera to learn photography because I never had one. It is really a good camera for the beginner. It totally looks profesional but the software is very beginner friendly. The accessories of the camera are very complete, and the user manual is also available. We got it for a special event, outdoors during night time and the quality is definitely better that a phone. It also comes with a free SD card so you don't have to worry about storage.Its very practical to start learning about photography and vlogging.  I highly recommend getting it.",5,NA
"92","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","katrina",NA,"5.0 out of 5 stars",NA,5,NA
"93","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Oiba",NA,"",NA,5,NA
"94","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Anya zhu",NA,"4k camera",NA,5,NA
"95","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","Anya zhu",NA,"5.0 out of 5 stars",NA,5,NA
"96","Camera","4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black","jojo",NA,"",NA,5,NA
